grower_id,Delivered,Bog,LotID,GTL,Rot,Debris,Color,Variety,GTL ,Lot Pack Out,Pack Out %,"Useable 
,10/30/2017,CAR21,"4,850",6563,3.22,0,48,MX,"55,140","51,197",92.85%,"51,197"
,,,,,,,,,,,,
,10/31/2017,CAR21,"4,851",6567,3.12,0,52,MX,"17,780","16,810",94.54%,"16,810"
,,,,,,,,,,,,
,10/30/2017,CAR21,"4,852",6559,3.04,0,47,MX,"46,900","43,411",92.56%,"43,411"
,,,,,,,,,,,,
,10/31/2017,CAR21,"4,854",6566,1.36,0,35,ST,"17,860","17,222",96.43%,"17,222"
,,,,,,,,,,,,
,11/1/2017,CAR17,"4,864",6582,3.2,0,27,ST,"50,420","47,558",94.32%,"47,558"
,,,,,,,,,,,,
,11/1/2017,CAR17,"4,866",6584,3.72,0,33,ST,"59,400","54,382",91.55%,"54,382"
,,,,,,,,,,,,
,11/1/2017,CAR17,"4,867",6585,2.59,0,32,ST,"44,460","42,026",94.53%,"42,026"
,,,,,,,,,,,,
,11/2/2017,CAR17,"4,870",6590,4.1,0,37,ST,"22,000","20,665",93.93%,"20,665"
,,,,,,,,,,,,
,11/3/2017,CAR20,"4,883",6605,3.52,0,50,MX,"49,620","44,732",90.15%,"44,732"
,,,,,,,,,,,,
,11/3/2017,CAR20,"4,883",6608,3.52,0,50,MX,"58,940","53,134",90.15%,"53,134"
,,,,,,,,,,,,
,11/3/2017,CAR20,"4,887",6610,6.6,0,33,MX,"48,540","43,863",90.36%,"42,284"
,,,,,,,,,,,,
,11/4/2017,CAR20,"4,888",6614,4.54,0,34,MX,"40,200","36,711",91.32%,"36,145"
,,,,,,,,,,,,
,11/4/2017,CAR20,"4,888",6616,4.54,0,34,MX,"57,440","52,454",91.32%,"51,646"
,,,,,,,,,,,,
,11/4/2017,CAR20,"4,888",6618,4.54,0,34,MX,"7,000","6,392",91.32%,"6,294"
,,,,,,,,,,,,
,11/4/2017,CAR22,"4,895",6623,2.74,0,36,MX,"59,320","52,959",89.28%,"52,959"
,,,,,,,,,,,,
,11/4/2017,CAR22,"4,897",6625,5.2,0,44,MX,"39,940","35,992",90.12%,"35,200"
,,,,,,,,,,,,
,11/7/2017,Merry3,"4,904",6633,1.71,0,38,HO,"43,780","40,268",91.98%,"40,268"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,32,,"5,027,560","4,729,591",94.07%,"4,691,725"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Deca03,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,9/26/2017,ZPD,"4,414",6009,,,,PD,"9,440","8,831",93.55%,"8,831"
,,,,,,,,,,,,
,9/26/2017,ZPD,"4,414",6010,,,,PD,"1,340","1,254",93.55%,"1,254"
,,,,,,,,,,,,
,9/27/2017,ZPD,"4,414",6017,,,,PD,"3,940","3,686",93.55%,"3,686"
,,,,,,,,,,,,
,9/27/2017,ZPD,"4,414",6019,,,,PD,"2,540","2,376",93.55%,"2,376"
,,,,,,,,,,,,
,9/28/2017,ZPD,"4,429",6035,,,,PD,"4,960","4,709",94.93%,"4,709"
,,,,,,,,,,,,
,9/28/2017,ZPD,"4,429",6037,,,,PD,"2,600","2,468",94.93%,"2,468"
,,,,,,,,,,,,
,10/2/2017,ZPD,"4,444",6054,,,,PD,"7,880","7,771",98.62%,"7,771"
,,,,,,,,,,,,
,10/3/2017,ZPD,"4,455",6067,,,,PD,"6,120","6,100",99.67%,"6,100"
,,,,,,,,,,,,
,10/3/2017,ZPD,"4,460",6073,,,,PD,"4,640","4,595",99.03%,"4,595"
,,,,,,,,,,,,
,10/3/2017,ZPD,"4,467",6080,,,,PD,"3,340","3,350",100.30%,"3,350"
,,,,,,,,,,,,
,10/5/2017,ZPD,"4,486",6103,,,,PD,"9,300","9,166",98.56%,"9,166"
,,,,,,,,,,,,
,10/6/2017,ZPD,"4,495",6113,,,,PD,"10,320","10,143",98.28%,"10,143"
,,,,,,,,,,,,
,10/6/2017,ZPD,"4,495",6115,,,,PD,"1,020","1,002",98.28%,"1,002"
,,,,,,,,,,,,
,10/6/2017,ZPD,"4,505",6124,,,,PD,"3,720","3,661",98.41%,"3,661"
,,,,,,,,,,,,
,10/9/2017,ZPD,"4,520",6142,3.5,0,50,PD,500,444,88.83%,442
,,,,,,,,,,,,
,10/9/2017,ZPD,"4,520",6145,3.5,0,50,PD,"11,100","9,860",88.83%,"9,811"
,,,,,,,,,,,,
,10/9/2017,ZPD,"4,520",6148,3.5,0,50,PD,"12,100","10,748",88.83%,"10,695"
,,,,,,,,,,,,
,10/9/2017,ZPD,"4,520",6149,3.5,0,50,PD,"2,140","1,901",88.83%,"1,891"
,,,,,,,,,,,,
,10/10/2017,ZPD,"4,520",6156,3.5,0,50,PD,"1,760","1,563",88.83%,"1,556"
,,,,,,,,,,,,
,10/11/2017,ZPD,"4,539",6176,,,,PD,"10,140","9,904",97.68%,"9,904"
,,,,,,,,,,,,
,10/12/2017,ZPD,"4,539",6196,,,,PD,"6,720","6,564",97.68%,"6,564"
,,,,,,,,,,,,
,10/12/2017,ZPD,"4,539",6206,,,,PD,"3,620","3,536",97.68%,"3,536"
,,,,,,,,,,,,
,10/12/2017,ZPD,"4,539",6212,,,,PD,"4,440","4,337",97.68%,"4,337"
,,,,,,,,,,,,
,10/12/2017,ZPD,"4,539",6215,,,,PD,"3,080","3,008",97.68%,"3,008"
,,,,,,,,,,,,
,10/17/2017,ZPDO,"4,651",6317,1.01,0,23,OS,"4,135","4,213",101.89%,"4,213"
,,,,,,,,,,,,
,10/18/2017,ZPD,"4,679",6346,,,,PD,"5,200","5,066",97.42%,"5,066"
,,,,,,,,,,,,
,10/18/2017,ZPDO,"4,686",6352,,,,OS,"2,464","2,454",99.59%,"2,454"
,,,,,,,,,,,,
,Deca03,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/19/2017,ZPD,"4,718",6389,,,,PD,"10,880","10,179",93.56%,"10,179"
,,,,,,,,,,,,
,10/20/2017,ZPD,"4,718",6406,,,,PD,640,599,93.56%,599
,,,,,,,,,,,,
,10/20/2017,ZPD,"4,718",6411,,,,PD,"9,400","8,794",93.56%,"8,794"
,,,,,,,,,,,,
,10/24/2017,ZPD,"4,793",6486,,,,PD,"11,460","11,170",97.47%,"11,170"
,,,,,,,,,,,,
,10/25/2017,ZPD,"4,799",6494,,,,PD,"10,820","10,534",97.36%,"10,534"
,,,,,,,,,,,,
,10/25/2017,ZPD,"4,803",6498,,,,PD,"12,720","12,470",98.03%,"12,470"
,,,,,,,,,,,,
,10/26/2017,ZPD,"4,812",6508,,,,PD,"3,980","3,849",96.71%,"3,849"
,,,,,,,,,,,,
,10/27/2017,ZPD,"4,820",6518,,,,PD,"11,860","11,569",97.55%,"11,569"
,,,,,,,,,,,,
,10/27/2017,ZPDO,"4,825",6524,9.92,0,50,OS,"5,700","5,311",93.18%,"4,944"
,,,,,,,,,,,,
,10/27/2017,ZPDO,"4,825",6526,9.92,0,50,OS,"2,126","1,981",93.18%,"1,844"
,,,,,,,,,,,,
,10/27/2017,ZPD,"4,833",6533,,,,PD,"8,240","7,710",93.56%,"7,710"
,,,,,,,,,,,,
,10/27/2017,ZPD,"4,833",6534,,,,PD,"1,440","1,347",93.56%,"1,347"
,,,,,,,,,,,,
,10/31/2017,ZPD,"4,855",6569,,,,PD,"10,520","10,455",99.38%,"10,455"
,,,,,,,,,,,,
,10/31/2017,ZPD,"4,858",6573,,,,PD,"9,940","9,896",99.56%,"9,896"
,,,,,,,,,,,,
,11/1/2017,ZPD,"4,862",6579,,,,PD,"11,000","11,018",100.16%,"11,018"
,,,,,,,,,,,,
,11/1/2017,ZPD,"4,862",6580,,,,PD,"6,760","6,771",100.16%,"6,771"
,,,,,,,,,,,,
,11/1/2017,ZPD,"4,868",6587,,,,PD,"7,020","6,889",98.13%,"6,889"
,,,,,,,,,,,,
,11/2/2017,ZPD,"4,876",6596,,,,PD,"3,860","3,716",96.27%,"3,716"
,,,,,,,,,,,,
,11/3/2017,ZPD,"4,878",6598,,,,PD,"2,640","2,579",97.68%,"2,579"
,,,,,,,,,,,,
,11/3/2017,ZPD,"4,878",6603,,,,PD,"1,540","1,504",97.68%,"1,504"
,,,,,,,,,,,,
,11/3/2017,ZPD,"4,886",6609,,,,PD,"5,100","4,760",93.34%,"4,760"
,,,,,,,,,,,,
,11/4/2017,ZPD,"4,886",6620,,,,PD,"12,080","11,275",93.34%,"11,275"
,,,,,,,,,,,,
,11/4/2017,ZPD,"4,898",6626,,,,PD,"7,800","7,316",93.79%,"7,316"
,,,,,,,,,,,,
,11/6/2017,ZPDO,"4,899",6627,13.94,0,3,OS,"2,580","2,437",94.45%,"2,170"
,,,,,,,,,,,,
,11/6/2017,ZPDO,"4,899",6628,13.94,0,3,OS,"1,980","1,870",94.45%,"1,666"
,,,,,,,,,,,,
,11/6/2017,ZPD,"4,901",6630,,,,PD,"7,140","7,041",98.61%,"7,041"
,,,,,,,,,,,,
,11/7/2017,ZPD,"4,905",6634,,,,PD,"11,360","11,304",99.51%,"11,304"
,,,,,,,,,,,,
,Deca03,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,11/7/2017,ZPD,"4,906",6635,,,,PD,"2,600","2,547",97.96%,"2,547"
,,,,,,,,,,,,
,11/7/2017,ZPD,"4,906",6636,,,,PD,"12,380","12,127",97.96%,"12,127"
,,,,,,,,,,,,
,11/8/2017,ZPD,"4,908",6638,,,,PD,"12,280","11,781",95.94%,"11,781"
,,,,,,,,,,,,
,11/8/2017,ZPD,"4,908",6640,,,,PD,"7,800","7,483",95.94%,"7,483"
,,,,,,,,,,,,
,11/9/2017,ZPD,"4,908",6642,,,,PD,"13,140","12,606",95.94%,"12,606"
,,,,,,,,,,,,
,11/9/2017,ZPD,"4,910",6643,,,,PD,"10,520","10,096",95.97%,"10,096"
,,,,,,,,,,,,
,11/10/2017,ZPD,"4,910",6644,,,,PD,"9,340","8,964",95.97%,"8,964"
,,,,,,,,,,,,
,11/10/2017,ZPD,"4,913",6647,,,,PD,"13,520","13,056",96.57%,"13,056"
,,,,,,,,,,,,
,11/11/2017,ZPD,"4,914",6648,,,,PD,"5,580","5,573",99.87%,"5,573"
,,,,,,,,,,,,
,11/11/2017,ZPD,"4,914",6649,,,,PD,"2,880","2,876",99.87%,"2,876"
,,,,,,,,,,,,
,11/11/2017,ZPD,"4,914",6650,,,,PD,"6,220","6,212",99.87%,"6,212"
,,,,,,,,,,,,
,11/12/2017,ZPD,"4,914",6651,,,,PD,"1,120","1,119",99.87%,"1,119"
,,,,,,,,,,,,
,11/13/2017,ZPD,"4,915",6652,,,,PD,"11,120","11,040",99.28%,"11,040"
,,,,,,,,,,,,
,11/13/2017,ZPD,"4,915",6657,,,,PD,"12,700","12,609",99.28%,"12,609"
,,,,,,,,,,,,
,11/14/2017,ZPD,"4,915",6658,,,,PD,"13,700","13,602",99.28%,"13,602"
,,,,,,,,,,,,
,11/14/2017,ZPD,"4,921",6661,,,,PD,"12,680","12,667",99.90%,"12,667"
,,,,,,,,,,,,
,11/14/2017,ZPD,"4,922",6662,,,,PD,"7,500","7,347",97.96%,"7,347"
,,,,,,,,,,,,
,11/15/2017,ZPD,"4,922",6663,,,,PD,"12,520","12,264",97.96%,"12,264"
,,,,,,,,,,,,
,11/15/2017,ZPD,"4,922",6664,,,,PD,"10,880","10,658",97.96%,"10,658"
,,,,,,,,,,,,
,11/16/2017,ZPD,"4,922",6665,,,,PD,"5,700","5,584",97.96%,"5,584"
,,,,,,,,,,,,
,11/16/2017,ZPD,"4,923",6666,,,,PD,"11,800","11,322",95.95%,"11,322"
,,,,,,,,,,,,
,11/16/2017,ZPD,"4,923",6667,,,,PD,"14,320","13,741",95.95%,"13,741"
,,,,,,,,,,,,
,11/17/2017,ZPD,"4,924",6668,,,,PD,"14,620","14,246",97.44%,"14,246"
,,,,,,,,,,,,
,11/17/2017,ZPD,"4,924",6671,,,,PD,"7,080","6,899",97.44%,"6,899"
,,,,,,,,,,,,
,11/18/2017,ZPD,"4,924",6669,,,,PD,"8,160","7,951",97.44%,"7,951"
,,,,,,,,,,,,
,11/18/2017,ZPD,"4,924",6670,,,,PD,"2,760","2,689",97.44%,"2,689"
,,,,,,,,,,,,
,11/20/2017,ZPD,"4,924",6673,,,,PD,"4,440","4,326",97.44%,"4,326"
,,,,,,,,,,,,
,Deca03,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,11/20/2017,ZPD,"4,927",6676,,,,PD,"2,880","2,522",87.55%,"2,522"
,,,,,,,,,,,,
,11/21/2017,ZPD,"4,927",6680,,,,PD,"12,900","11,294",87.55%,"11,294"
,,,,,,,,,,,,
,11/21/2017,ZPD,"4,927",6681,,,,PD,"3,340","2,924",87.55%,"2,924"
,,,,,,,,,,,,
,11/21/2017,ZPD,"4,927",6682,,,,PD,"9,840","8,615",87.55%,"8,615"
,,,,,,,,,,,,
,11/21/2017,ZPD,"4,927",6683,,,,PD,"9,940","8,703",87.55%,"8,703"
,,,,,,,,,,,,
,11/20/2017,ZPDO,"4,928",6677,,,,OS,"6,140","6,022",98.08%,"6,022"
,,,,,,,,,,,,
,11/21/2017,ZPD,"4,929",6684,,,,PD,"14,020","12,030",85.80%,"12,030"
,,,,,,,,,,,,
,11/21/2017,ZPD,"4,929",6685,,,,PD,"11,900","10,210",85.80%,"10,210"
,,,,,,,,,,,,
,11/22/2017,ZPD,"4,930",6686,,,,PD,"12,640","9,923",78.51%,"9,923"
,,,,,,,,,,,,
,11/22/2017,ZPD,"4,930",6687,,,,PD,"12,640","9,923",78.51%,"9,923"
,,,,,,,,,,,,
,11/22/2017,ZPD,"4,930",6688,,,,PD,"11,400","8,950",78.51%,"8,950"
,,,,,,,,,,,,
,11/22/2017,ZPD,"4,930",6689,,,,PD,"5,420","4,255",78.51%,"4,255"
,,,,,,,,,,,,
,11/27/2017,ZPD,"4,933",6698,,,,PD,960,932,97.13%,932
,,,,,,,,,,,,
,11/27/2017,ZPD,"4,933",6699,,,,PD,"10,000","9,713",97.13%,"9,713"
,,,,,,,,,,,,
,11/28/2017,ZPD,"4,933",6700,,,,PD,"2,820","2,739",97.13%,"2,739"
,,,,,,,,,,,,
,11/28/2017,ZPD,"4,933",6702,,,,PD,"1,400","1,360",97.13%,"1,360"
,,,,,,,,,,,,
,11/28/2017,ZPD,"4,933",6703,,,,PD,"1,040","1,010",97.13%,"1,010"
,,,,,,,,,,,,
,11/29/2017,ZPD,"4,933",6704,,,,PD,"3,840","3,730",97.13%,"3,730"
,,,,,,,,,,,,
,11/29/2017,ZPD,"4,940",6705,,,,PD,"13,760","13,042",94.78%,"13,042"
,,,,,,,,,,,,
,11/30/2017,ZPD,"4,940",6706,,,,PD,"5,200","4,928",94.78%,"4,928"
,,,,,,,,,,,,
,11/30/2017,ZPD,"4,941",6707,,,,PD,"8,060","7,968",98.86%,"7,968"
,,,,,,,,,,,,
,12/4/2017,ZPD,"4,942",6708,,,,PD,"9,760","9,594",98.30%,"9,594"
,,,,,,,,,,,,
,12/4/2017,ZPD,"4,942",6709,,,,PD,"2,200","2,163",98.30%,"2,163"
,,,,,,,,,,,,
,12/4/2017,ZPD,"4,942",6710,,,,PD,"5,120","5,033",98.30%,"5,033"
,,,,,,,,,,,,
,12/4/2017,ZPD,"4,942",6711,,,,PD,"13,080","12,858",98.30%,"12,858"
,,,,,,,,,,,,
,12/4/2017,ZPD,"4,942",6712,,,,PD,"1,900","1,868",98.30%,"1,868"
,,,,,,,,,,,,
,12/5/2017,ZPD,"4,943",6713,,,,PD,"4,100","3,824",93.27%,"3,824"
,,,,,,,,,,,,
,Deca03,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,12/5/2017,ZPD,"4,943",6714,,,,PD,"3,000","2,798",93.27%,"2,798"
,,,,,,,,,,,,
,12/5/2017,ZPD,"4,944",6715,,,,PD,"11,660","9,547",81.88%,"9,547"
,,,,,,,,,,,,
,12/5/2017,ZPD,"4,944",6716,,,,PD,"12,020","9,842",81.88%,"9,842"
,,,,,,,,,,,,
,12/5/2017,ZPD,"4,944",6717,,,,PD,"8,940","7,320",81.88%,"7,320"
,,,,,,,,,,,,
,12/6/2017,ZPD,"4,945",6718,,,,PD,"13,020","10,210",78.42%,"10,210"
,,,,,,,,,,,,
,12/6/2017,ZPD,"4,946",6719,,,,PD,"1,960","1,638",83.57%,"1,638"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,42,,"823,405","775,929",94.23%,"774,831"
,,,,,,,,,,,,
,,,,,,,,,,,,
,DeMo01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/20/2017,8,"4,738",6415,4.26,0,26,OS,"13,060","11,857",90.79%,"11,708"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,26,,"13,060","11,857",90.79%,"11,708"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Fiel05,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/17/2017,EB,"4,650",6312,0.98,0,35,OE,"3,380","3,065",90.68%,"3,065"
,,,,,,,,,,,,
,10/18/2017,ST,"4,683",6348,2.22,0,26,OS,"12,760","11,832",92.72%,"11,832"
,,,,,,,,,,,,
,10/18/2017,ST,"4,683",6366,2.22,0,26,OS,"5,700","5,285",92.72%,"5,285"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,27,,"21,840","20,182",92.41%,"20,182"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Fran05,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/16/2017,Alderb,"4,617",6269,7.78,0,24,ST,"36,040","30,864",85.64%,"29,389"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,24,,"36,040","30,864",85.64%,"29,389"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Gate02,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/16/2017,E1,"4,613",6270,1.11,0,28,ST,"51,720","50,362",97.37%,"50,362"
,,,,,,,,,,,,
,10/16/2017,E1,"4,621",6281,2.4,0,28,ST,"51,560","48,766",94.58%,"48,766"
,,,,,,,,,,,,
,10/16/2017,E1,"4,629",6274,2.78,0,26,ST,"49,540","47,962",96.82%,"47,962"
,,,,,,,,,,,,
,10/16/2017,E1,"4,629",6291,2.78,0,26,ST,"33,760","32,685",96.82%,"32,685"
,,,,,,,,,,,,
,10/16/2017,E1,"4,641",6273,3.07,0,25,ST,"50,660","49,157",97.03%,"49,157"
,,,,,,,,,,,,
,10/16/2017,E1,"4,641",6275,3.07,0,25,ST,"49,680","48,206",97.03%,"48,206"
,,,,,,,,,,,,
,10/17/2017,E2,"4,654",6315,3,0,26,ST,"50,660","48,066",94.88%,"48,066"
,,,,,,,,,,,,
,10/17/2017,E2,"4,654",6318,3,0,26,ST,"48,820","46,321",94.88%,"46,321"
,,,,,,,,,,,,
,10/17/2017,E2,"4,666",6329,0.95,0,31,ST,"32,640","31,682",97.06%,"31,682"
,,,,,,,,,,,,
,10/17/2017,E4,"4,673",6337,1.29,0,22,HO,"51,920","50,331",96.94%,"50,331"
,,,,,,,,,,,,
,10/18/2017,E4,"4,677",6341,1.81,0,28,HO,"31,780","30,503",95.98%,"30,503"
,,,,,,,,,,,,
,10/18/2017,E5,"4,682",6347,1.73,0,20,ST,"52,820","51,311",97.14%,"51,311"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,26,,"555,560","535,352",96.36%,"535,352"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Gate03,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/24/2017,SPRUCE,"4,786",6474,11.83,0,28,HO,"51,700","48,023",92.89%,"43,783"
,,,,,,,,,,,,
,10/24/2017,FRONT,"4,790",6482,3.34,0,22,HO,"13,020","12,439",95.54%,"12,439"
,,,,,,,,,,,,
,10/26/2017,BACKWO,"4,810",6505,9.2,0,21,HO,"39,540","35,030",88.59%,"32,858"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Total For Grower:,,,,,0,25,,"104,260","95,492",91.59%,"89,080"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Grew02,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/9/2017,ROCK,"4,522",6143,1.9,0,34,ST,"31,600","29,551",93.52%,"29,551"
,,,,,,,,,,,,
,10/14/2017,ROCK,"4,597",6251,1.98,0,47,EB,"12,440","10,490",84.32%,"10,490"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,37,,"44,040","40,041",90.92%,"40,041"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Hamb01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/27/2017,MM,"4,830",6530,2.08,0,44,MX,"32,200","28,630",88.91%,"28,630"
,,,,,,,,,,,,
,11/8/2017,lap,"4,907",6637,3.04,0,72,ST,"43,980","39,687",90.24%,"39,687"
,,,,,,,,,,,,
,11/10/2017,lap,"4,911",6645,2.99,0,64,ST,"43,620","39,463",90.47%,"39,463"
,,,,,,,,,,,,
,11/13/2017,Lap 4,"4,917",6655,2.43,0,48,ST,"53,620","50,903",94.93%,"50,903"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,57,,"173,420","158,683",91.50%,"158,683"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Hamb03,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,11/1/2017,COOMBE,,,,,,MX,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/6/2017,COOMBE,"4,497",6116,1.4,0,49,EB,"21,180","19,946",94.17%,"19,946"
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/11/2017,MH EB,"4,546",6184,7.28,0,20,EB,"8,160","7,452",91.32%,"7,133"
,,,,,,,,,,,,
,10/19/2017,MH ST,"4,725",6398,4.15,0,35,ST,"19,460","18,145",93.24%,"18,145"
,,,,,,,,,,,,
,10/23/2017,MH HO,"4,765",6452,1.63,0,31,HO,"14,580","13,608",93.33%,"13,608"
,,,,,,,,,,,,
,11/2/2017,winn,"4,872",6592,3.2,0,44,ST,"10,420","9,546",91.61%,"9,527"
,,,,,,,,,,,,
,11/4/2017,winn,"4,891",6617,4.74,0,36,ST,"14,320","12,658",88.39%,"12,658"
,,,,,,,,,,,,
,11/4/2017,MH EB,"4,896",6624,7.19,0,38,EB,"12,020","9,239",76.86%,"9,239"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,38,,"100,140","90,594",90.47%,"90,256"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Hann01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,9/28/2017,D3,"4,424",6026,2.98,0,34,BL,"46,740","45,347",97.02%,"45,347"
,,,,,,,,,,,,
,9/28/2017,D3,"4,425",6029,1.74,0,38,BL,"52,880","51,575",97.53%,"51,575"
,,,,,,,,,,,,
,9/28/2017,D3,"4,425",6030,1.74,0,38,BL,"9,920","9,675",97.53%,"9,675"
,,,,,,,,,,,,
,9/28/2017,D9,"4,428",6034,2.3,0,31,BL,"40,300","39,357",97.66%,"39,357"
,,,,,,,,,,,,
,10/2/2017,D5,"4,441",6051,0.72,0,41,EB,"13,100","12,261",93.60%,"12,261"
,,,,,,,,,,,,
,10/2/2017,D4,"4,445",6055,1.46,0,23,BL,"44,220","42,118",95.25%,"42,118"
,,,,,,,,,,,,
,10/2/2017,D10,"4,447",6059,0.81,0,22,BL,"24,000","22,770",94.88%,"22,770"
,,,,,,,,,,,,
,10/2/2017,C 8,"4,449",6061,0.66,0,62,EB,"4,840","4,591",94.86%,"4,591"
,,,,,,,,,,,,
,10/2/2017,D8,"4,450",6062,0.76,0,23,EB,"26,220","25,689",97.97%,"25,689"
,,,,,,,,,,,,
,10/3/2017,D7,"4,451",6063,1.01,0,24,EB,"37,440","36,384",97.18%,"36,384"
,,,,,,,,,,,,
,10/3/2017,D14,"4,456",6068,2.24,0,35,BL,"19,120","17,977",94.02%,"17,977"
,,,,,,,,,,,,
,10/3/2017,D13,"4,458",6070,2.89,0,29,BL,"12,100","11,425",94.42%,"11,425"
,,,,,,,,,,,,
,10/3/2017,C15,"4,459",6072,1.8,0,34,BL,"42,240","39,246",92.91%,"39,246"
,,,,,,,,,,,,
,10/3/2017,C15,"4,461",6074,1.79,0,40,BL,"42,920","41,087",95.73%,"41,087"
,,,,,,,,,,,,
,10/3/2017,D-15,"4,463",6076,2.8,0,35,BL,"56,880","53,968",94.88%,"53,968"
,,,,,,,,,,,,
,10/3/2017,C15,"4,464",6077,2.8,0,40,BL,"44,360","42,361",95.49%,"42,361"
,,,,,,,,,,,,
,10/3/2017,D-15,"4,465",6078,1.66,0,36,BL,"9,460","9,377",99.12%,"9,377"
,,,,,,,,,,,,
,10/3/2017,D-15,"4,468",6081,2.5,0,32,BL,"45,720","42,673",93.34%,"42,673"
,,,,,,,,,,,,
,10/4/2017,C15,"4,469",6082,1.52,0,35,BL,"42,620","41,359",97.04%,"41,359"
,,,,,,,,,,,,
,10/4/2017,C15,"4,469",6083,1.52,0,35,BL,"40,740","39,535",97.04%,"39,535"
,,,,,,,,,,,,
,10/4/2017,C 7,"4,470",6084,2.62,0,21,EB,"29,220","28,537",97.66%,"28,537"
,,,,,,,,,,,,
,10/4/2017,C15,"4,471",6085,1.25,0,31,BL,"9,640","9,326",96.74%,"9,326"
,,,,,,,,,,,,
,10/4/2017,C16,"4,475",6090,1.63,0,35,BL,"49,640","47,753",96.20%,"47,753"
,,,,,,,,,,,,
,10/4/2017,C16,"4,475",6095,1.63,0,35,BL,"41,440","39,865",96.20%,"39,865"
,,,,,,,,,,,,
,10/4/2017,C16,"4,477",6092,1.62,0,34,BL,"49,380","47,783",96.77%,"47,783"
,,,,,,,,,,,,
,10/4/2017,C14,"4,479",6094,1.4,0,43,EB,"49,640","46,486",93.65%,"46,486"
,,,,,,,,,,,,
,10/4/2017,C14,"4,482",6098,1.6,0,38,EB,"11,700","10,937",93.48%,"10,937"
,,,,,,,,,,,,
,Hann01,,,,,,,,,,,
